date_achat,rembourse,id_utilisateur,id_application,id_plateforme
2023-12-12 07:41:45,0,88,12,3
2023-12-21 14:56:57,0,17,169,1
2023-12-25 15:03:24,0,108,126,2
2023-11-02 12:54:44,0,437,82,1
2023-12-27 09:37:06,0,387,155,3
2023-12-21 02:05:47,0,456,80,2
2023-12-23 07:19:54,0,438,108,1
2023-10-07 06:22:17,0,118,92,2
2023-12-28 11:25:37,0,68,45,3
2023-08-11 23:48:50,0,61,29,1
2023-12-09 11:24:59,0,195,193,2
2023-02-22 13:45:43,0,216,12,3
2023-11-28 19:26:07,0,497,172,1
2023-12-11 19:54:40,0,122,133,2
2023-11-10 11:36:45,0,249,19,3
2023-10-03 05:33:49,0,242,92,2
2023-12-06 17:21:08,0,227,133,1
2023-12-08 10:28:48,0,272,99,1
2023-10-01 16:26:12,0,18,28,3
2023-12-09 13:12:31,0,8,8,1
2023-12-25 17:57:02,0,282,49,3
2023-08-22 14:23:03,0,349,109,2
2023-07-15 02:09:36,0,161,22,3
2023-03-24 17:32:29,0,424,175,1
2022-11-26 04:42:35,0,61,189,2
2023-11-16 19:24:37,0,18,75,1
2023-05-09 23:40:50,0,444,70,2
2023-12-01 20:25:04,0,457,27,2
2023-12-27 04:33:03,0,58,176,2
2023-07-16 11:14:33,0,68,188,3
2023-12-20 18:17:14,0,99,16,2
2023-11-16 02:36:12,0,179,120,2
2023-10-13 04:55:46,0,308,138,2
2023-10-08 21:37:57,0,384,7,1
2023-12-02 15:47:56,0,453,79,1
2023-11-29 21:54:28,0,164,2,1
2022-10-23 10:32:13,0,234,161,3
2023-04-23 16:34:13,0,72,22,3
2023-12-29 15:22:57,0,495,45,1
2023-11-13 02:56:14,0,62,132,2
2023-05-31 04:55:53,0,92,195,2
2022-11-08 02:28:57,0,275,60,1
2023-02-16 19:45:41,0,102,62,1
2023-11-26 05:13:46,0,321,180,3
2023-12-05 21:45:20,0,98,9,2
2023-06-06 07:07:53,0,373,102,1
2023-11-19 10:33:06,0,485,163,2
2023-06-27 00:35:40,0,91,24,1
2023-07-27 11:21:02,0,121,127,3
2023-12-29 05:23:58,0,71,15,2
2023-10-29 22:04:50,0,70,106,2
2023-12-01 08:47:34,0,227,142,3
2023-10-11 15:57:07,0,20,68,1
2023-12-30 05:04:28,0,355,99,3
2023-09-04 19:29:07,0,30,145,3
2023-10-05 09:53:58,0,363,132,2
2023-07-24 19:58:40,0,216,141,2
2023-12-26 09:33:04,0,212,67,3
2023-07-23 06:06:55,0,43,3,1
2023-12-13 09:27:24,0,389,167,1
2023-12-30 05:22:59,0,215,33,2
2023-12-28 23:55:13,0,107,26,3
2023-12-30 10:34:37,0,197,33,1
2023-12-08 12:18:27,0,293,129,3
2023-07-23 01:11:35,0,71,72,2
2023-12-17 08:03:50,0,235,44,1
2023-11-28 18:23:31,0,3,163,3
2022-09-27 22:45:43,0,67,60,1
2022-05-19 03:08:46,0,484,100,2
2023-11-12 04:03:32,0,364,18,1
2023-11-07 02:59:09,0,162,102,3
2023-12-29 00:55:16,0,438,113,3
2023-12-24 18:02:56,0,134,49,3
2023-12-30 03:25:50,0,190,42,3
2023-12-30 03:09:44,0,443,192,2
2023-12-30 04:18:45,0,414,197,2
2023-11-21 21:11:51,0,205,156,3
2023-12-10 22:49:20,0,155,167,1
2023-10-29 05:02:51,0,74,127,3
2023-05-25 10:51:44,0,403,195,2
2023-12-30 19:11:06,0,410,131,3
2023-12-28 13:08:57,0,83,56,2
2023-02-08 04:19:08,0,438,170,2
2023-11-29 01:47:00,0,2,5,2
2023-12-28 15:49:51,0,444,187,1
2023-10-26 10:15:47,0,477,102,3
2022-10-29 06:16:37,0,410,60,1
2023-12-25 00:13:51,0,423,105,3
2023-12-25 08:33:41,0,164,58,1
2023-12-30 16:03:30,0,97,192,2
2023-10-04 02:31:36,0,468,29,1
2023-12-27 14:08:43,0,312,184,2
2022-11-27 05:02:29,0,433,70,2
2023-08-22 16:35:18,0,191,52,2
2023-11-21 08:56:57,0,282,116,2
2023-01-04 14:11:00,0,140,70,2
2023-07-15 21:38:37,0,385,119,2
2023-11-08 04:36:21,0,486,163,3
2023-06-29 17:09:55,0,296,191,1
2022-07-24 01:26:21,0,52,164,1
2022-07-18 19:26:50,0,231,119,2
2023-12-29 22:17:23,0,104,125,1
2023-12-11 01:47:18,0,394,80,2
2023-10-26 02:10:43,0,379,103,2
2023-11-05 22:38:25,0,163,110,3
2023-07-12 19:43:55,0,162,144,1
2023-08-22 12:08:41,0,410,94,1
2023-12-17 05:40:40,0,148,61,2
2023-09-11 17:07:40,0,457,116,2
2023-12-07 18:48:22,0,272,94,1
2023-12-23 02:53:59,0,180,69,2
2023-12-13 00:13:42,0,168,176,2
2023-12-28 05:52:17,0,391,179,3
2021-12-26 08:45:55,0,174,119,1
2023-12-22 02:24:15,0,378,31,2
2023-12-26 21:37:50,0,368,155,1
2023-09-29 04:36:47,0,348,21,2
2023-12-24 09:19:18,0,176,150,1
2023-12-15 20:38:23,0,238,154,3
2023-12-25 22:07:37,0,43,2,3
2023-11-15 11:21:59,0,305,23,2
2023-11-06 08:17:29,0,97,19,3
2023-12-05 19:19:03,0,43,134,2
2023-12-29 14:18:20,0,204,33,2
2023-10-26 20:05:35,0,155,138,2
2023-12-28 05:57:42,0,219,184,3
2023-12-15 23:27:50,0,63,58,1
2023-11-11 17:17:17,0,138,85,2
2023-12-23 15:48:04,0,363,87,3
2023-11-13 17:26:05,0,82,32,1
2023-08-17 21:01:27,0,24,76,1
2023-09-25 11:47:26,0,489,159,2
2022-10-22 12:20:09,0,196,139,2
2023-12-19 18:44:59,0,338,169,2
2023-05-19 07:55:53,0,295,36,3
2023-12-25 14:57:46,0,422,99,1
2023-03-20 07:21:14,0,449,52,2
2023-11-26 22:02:56,0,377,70,2
2023-09-27 16:45:42,0,118,23,3
2023-09-22 20:08:09,0,85,194,3
2023-12-24 19:48:55,0,413,67,3
2023-11-12 08:37:23,0,445,174,2
2023-10-27 00:12:25,0,30,94,1
2023-12-30 15:51:11,0,302,30,3
2023-11-25 03:03:43,0,28,17,3
2023-09-21 00:01:39,0,452,200,3
2023-01-11 16:36:22,0,75,91,1
2023-06-29 22:07:09,0,158,10,1
2023-12-26 13:34:02,0,487,150,2
2023-12-30 19:40:29,0,68,192,2
2023-12-30 16:37:30,0,479,1,2
2023-04-03 12:06:02,0,36,91,1
2023-12-17 21:12:49,0,56,134,2
2022-08-21 18:39:41,0,176,119,1
2023-12-07 02:12:45,0,138,147,1
2023-11-05 11:05:39,0,16,88,2
2023-12-30 17:01:17,0,411,167,3
2022-10-25 19:20:39,0,477,90,2
2023-11-05 12:45:53,0,46,51,1
2023-05-19 09:21:32,0,323,125,1
2023-12-03 15:29:20,0,161,186,3
2023-12-29 01:02:53,0,54,113,1
2022-10-14 23:44:40,0,147,17,3
2023-02-03 19:01:56,0,189,140,2
2023-12-29 08:32:55,0,316,33,2
2023-08-14 10:15:07,0,496,81,1
2023-11-24 09:31:14,0,300,89,1
2023-12-27 12:43:04,0,476,168,3
2023-06-19 09:16:58,0,22,85,1
2023-12-20 02:53:03,0,466,84,1
2023-05-29 16:22:52,0,403,162,2
2023-11-29 04:41:57,0,320,122,2
2023-11-23 14:45:29,0,149,98,1
2023-12-28 15:37:05,0,158,179,3
2023-04-27 03:01:56,0,26,94,1
2023-12-28 13:07:05,0,24,147,3
2023-11-29 02:51:07,0,338,165,2
2023-12-06 16:08:41,0,335,183,3
2023-05-27 13:08:39,0,201,158,2
2023-11-09 17:58:10,0,238,101,3
2023-09-02 21:32:29,0,183,151,2
2023-11-17 07:20:14,0,109,121,1
2023-12-05 23:40:14,0,67,25,3
2023-08-10 21:36:03,0,277,72,2
2023-11-29 01:18:04,0,427,3,1
2023-12-29 16:48:01,0,363,13,2
2023-10-28 21:39:53,0,411,92,2
2023-12-13 01:38:30,0,116,141,1
2023-12-28 10:48:02,0,454,168,3
2022-10-25 02:28:52,0,120,90,2
2023-12-10 20:34:35,0,330,171,3
2023-12-18 03:00:31,0,410,112,1
2023-12-18 19:25:44,0,252,177,2
2023-12-02 03:23:29,0,90,66,2
2023-07-19 04:46:28,0,140,107,3
2023-12-27 05:05:38,0,3,44,1
2023-08-13 21:26:24,0,497,140,1
2023-07-27 21:50:37,0,16,53,3
2023-08-17 06:52:48,0,218,141,2
2023-08-09 14:54:19,0,181,81,1
2023-10-22 03:21:51,0,231,93,2
2023-12-24 06:53:19,0,45,47,1
2022-08-26 22:24:46,0,91,17,3
2023-11-07 00:27:40,0,324,78,1
2023-11-25 23:40:07,0,365,165,2
2023-10-30 10:11:24,0,124,29,1
2023-06-29 13:24:54,0,204,188,3
2023-12-28 11:56:37,0,173,150,2
2023-12-11 11:32:10,0,105,86,2
2023-12-23 23:05:21,0,329,143,1
2023-12-25 19:10:56,0,325,35,1
2023-12-30 00:33:11,0,357,113,2
2023-01-28 16:49:32,0,125,127,2
2023-12-30 21:37:49,0,500,128,2
2023-01-25 10:52:23,0,327,144,2
2023-11-20 05:51:45,0,31,51,3
2023-11-16 20:31:46,0,244,51,3
2023-11-13 10:08:58,0,251,130,3
2023-07-11 19:46:15,0,400,52,2
2023-11-07 00:17:31,0,192,109,2
2023-12-30 18:11:26,0,49,192,2
2023-12-23 15:39:45,0,300,169,1
2023-12-30 06:05:13,0,267,1,2
2023-06-25 15:02:34,0,352,11,2
2023-12-26 22:09:31,0,337,168,3
2023-12-30 17:27:25,0,27,46,1
2023-12-17 04:32:26,0,230,120,3
2023-12-12 06:38:03,0,460,48,2
2023-12-28 01:29:29,0,393,40,2
2023-12-12 11:05:35,0,424,103,2
2023-12-20 02:15:41,0,160,153,3
2023-12-23 23:20:40,0,161,66,2
2023-11-30 06:20:03,0,164,147,2
2023-12-03 22:10:35,0,364,133,2
2023-03-22 02:13:13,0,406,50,1
2023-11-26 20:56:56,0,408,7,1
2023-12-29 19:49:25,0,298,46,1
2023-12-30 04:23:27,0,285,131,1
2023-12-24 12:03:34,0,233,195,2
2023-07-14 05:14:23,0,492,183,3
2023-10-03 13:35:03,0,453,78,2
2023-10-26 07:01:36,0,470,78,3
2023-02-15 04:58:46,0,335,88,2
2023-12-20 05:30:10,0,188,139,1
2023-09-02 11:25:46,0,334,57,3
2023-12-14 09:28:36,0,429,187,3
2022-12-05 23:59:41,0,150,162,3
2023-02-01 16:51:07,0,31,166,3
2023-08-11 07:29:27,0,165,175,1
2023-12-12 15:24:31,0,111,44,1
2023-06-21 21:05:06,0,475,36,1
2023-12-30 23:02:40,0,140,40,2
2023-12-14 14:55:19,0,94,135,1
2023-11-30 00:18:31,0,289,51,1
2023-08-28 00:48:32,0,128,100,2
2023-12-07 21:06:47,0,30,120,3
2023-12-27 01:50:10,0,107,112,3
2023-11-27 09:25:07,0,158,194,1
2023-11-15 05:36:34,0,294,145,1
2023-03-07 15:02:42,0,15,88,1
2023-10-12 03:11:30,0,216,103,2
2023-05-31 05:21:21,0,278,52,2
2023-11-10 22:30:35,0,243,74,1
2023-12-26 05:41:48,0,475,133,3
2023-11-17 14:54:44,0,323,174,2
2023-10-07 09:50:45,0,440,117,2
2023-12-30 16:34:42,0,451,71,1
2023-07-23 04:49:58,0,114,76,1
2023-09-16 10:04:27,0,70,183,3
2023-12-04 23:07:32,0,16,124,1
2023-04-03 07:43:28,0,103,164,3
2023-10-25 10:58:07,0,113,94,1
2023-11-25 03:56:55,0,393,157,3
2023-11-10 20:53:36,0,384,19,3
2023-12-29 23:51:22,0,104,34,2
2023-12-12 11:58:00,0,417,70,2
2023-12-19 00:49:28,0,482,160,1
2023-12-23 08:36:15,0,286,43,3
2023-09-11 20:39:10,0,109,75,2
2023-09-04 01:38:40,0,319,151,2
2022-11-23 20:55:22,0,219,91,1
2023-11-22 11:26:55,0,130,186,2
2023-11-03 15:19:16,0,279,165,1
2023-12-29 22:22:47,0,281,146,2
2023-11-11 18:45:06,0,340,176,2
2023-12-29 09:12:32,0,155,34,2
2023-05-17 15:45:33,0,62,170,3
2023-06-06 12:33:30,0,57,24,2
2023-12-28 05:37:22,0,415,184,2
2023-11-14 17:43:51,0,500,59,2
2023-09-23 13:14:09,0,144,82,1
2022-09-17 17:14:14,0,108,17,3
2023-11-25 17:12:22,0,458,190,2
2023-12-28 15:26:06,0,315,26,3
2023-10-18 06:34:26,0,492,105,1
2023-09-03 18:27:44,0,16,102,3
2023-12-27 14:31:57,0,135,63,1
2023-12-04 22:59:03,0,166,180,3
2023-11-14 11:41:46,0,242,106,1
2023-11-01 01:08:48,0,177,4,3
2023-12-26 01:50:39,0,145,63,2
2023-12-27 13:54:35,0,432,83,2
2023-12-28 12:35:41,0,280,184,2
2023-11-18 21:19:31,0,392,110,3
2023-10-03 10:23:54,0,244,20,2
2022-11-13 06:16:51,0,228,109,2
2022-07-03 01:55:25,0,51,164,2
2023-08-06 17:38:07,0,138,102,3
2023-12-29 06:31:21,0,458,128,2
2023-12-25 14:24:15,0,115,169,2
2023-10-05 12:20:47,0,340,129,3
2023-11-22 13:27:29,0,106,157,3
2023-08-19 22:41:56,0,101,29,1
2023-11-10 08:37:02,0,191,158,3
2023-12-28 05:59:10,0,198,186,3
2023-12-29 15:58:42,0,66,2,3
2023-10-25 05:43:16,0,189,159,2
2023-12-03 21:05:21,0,362,80,3
2023-11-25 03:03:43,0,28,18,1
2023-12-30 22:35:18,0,46,192,2
2023-12-27 07:50:22,0,123,25,2
2023-12-16 03:27:48,0,63,174,2
2023-12-27 22:25:54,0,38,197,1
2023-12-15 03:56:17,0,175,167,1
2023-12-23 05:37:41,0,354,143,1
2023-12-17 06:50:02,0,247,168,3
2023-08-24 09:00:26,0,312,24,2
2023-07-14 19:12:00,0,385,188,3
2023-11-17 21:25:44,0,402,152,3
2022-02-24 09:48:19,0,467,17,3
2023-10-21 06:48:54,0,21,62,3
2023-10-29 22:03:17,0,499,21,1
2023-08-17 19:39:25,0,132,163,2
2023-11-15 19:21:45,0,327,126,3
2023-12-01 11:38:20,0,455,157,3
2023-08-10 17:31:17,0,360,200,2
2023-10-14 11:04:36,0,3,153,2
2023-11-02 04:09:17,0,450,151,2
2023-12-29 14:25:53,0,41,27,2
2023-11-17 11:16:07,0,132,180,3
2023-08-17 03:25:31,0,232,54,2
2023-12-29 06:16:52,0,215,128,2
2023-01-06 10:02:19,0,483,188,3
2023-12-30 07:55:50,0,165,99,1
2023-07-31 07:12:45,0,334,21,1
2023-08-31 13:11:22,0,224,164,3
2023-09-30 03:03:27,0,231,8,1
2023-11-24 05:33:07,0,163,178,2
2023-07-13 20:40:41,0,85,52,2
2023-07-19 23:20:55,0,4,151,3
2023-12-16 06:09:41,0,328,120,2
2023-12-22 21:09:00,0,365,43,3
2023-11-16 20:39:52,0,126,59,3
2023-12-30 17:48:08,0,208,192,2
2023-10-01 11:21:39,0,116,21,2
2023-12-01 03:13:50,0,409,49,2
2023-10-18 08:58:05,0,191,147,2
2023-06-11 06:37:25,0,369,21,1
2023-11-04 02:25:08,0,75,82,1
2023-12-25 19:09:37,0,315,39,1
2023-11-23 10:26:53,0,431,31,2
2023-07-12 19:23:00,0,306,76,1
2023-11-25 12:43:48,0,338,193,2
2023-07-27 13:48:03,0,88,156,3
2023-12-30 16:13:01,0,21,192,2
2023-12-29 21:28:02,0,244,37,1
2023-11-21 10:47:34,0,100,66,2
2023-12-03 22:01:47,0,439,167,1
2023-12-21 22:57:47,0,474,48,3
2023-10-09 10:33:43,0,17,115,1
2023-12-30 02:35:37,0,326,34,3
2023-12-15 16:24:56,0,391,126,3
2023-12-06 21:23:36,0,403,99,1
2022-11-13 11:10:26,0,387,70,2
2023-10-24 03:28:47,0,181,138,2
2023-03-19 14:40:20,0,57,188,3
2023-11-30 22:48:06,0,444,51,3
2023-11-19 04:38:56,0,138,165,1
2023-07-22 17:03:46,0,283,182,3
2023-08-06 20:57:45,0,449,10,1
2023-12-26 11:49:26,0,316,13,2
2023-10-23 16:58:04,0,110,189,3
2023-12-27 17:00:05,0,218,179,3
2023-10-31 06:05:24,0,204,81,3
2023-11-11 19:45:44,0,462,151,2
2022-09-09 04:52:43,0,436,164,3
2023-11-12 17:16:40,0,301,79,1
2023-12-08 13:56:20,0,266,103,2
2023-09-03 10:26:38,0,138,7,1
2023-10-01 06:46:10,0,368,76,1
2023-10-23 11:16:14,0,368,78,1
2023-11-16 10:52:33,0,143,126,2
2023-07-21 16:52:51,0,64,59,2
2023-12-09 00:39:48,0,440,180,3
2023-06-26 01:11:33,0,330,191,1
2023-11-02 11:47:44,0,470,58,1
2023-12-30 11:03:18,0,197,69,2
2023-09-22 21:03:40,0,298,172,1
2023-06-12 15:19:45,0,233,74,1
2023-08-27 13:38:32,0,266,117,1
2023-12-18 06:59:07,0,230,190,2
2023-11-26 09:07:57,0,492,126,3
2023-11-29 16:16:56,0,185,32,1
2022-08-02 23:14:46,0,179,139,1
2023-03-18 16:03:47,0,393,64,3
2023-12-28 13:18:48,0,364,43,3
2023-12-23 04:59:32,0,361,49,1
2023-12-30 20:43:44,0,277,14,3
2023-12-18 09:41:28,0,443,2,1
2023-10-12 14:45:56,0,216,75,3
2023-11-11 11:12:02,0,403,19,3
2022-11-13 12:44:30,0,495,170,1
2023-12-30 17:38:08,0,88,14,3
2023-12-20 10:12:25,0,190,16,3
2023-12-29 01:06:34,0,469,179,3
2023-03-01 01:31:20,0,205,189,1
2023-09-12 08:15:35,0,268,21,2
2023-11-12 07:49:10,0,103,21,2
2023-12-30 07:36:01,0,262,37,1
2023-10-19 08:03:00,0,437,176,2
2023-12-22 12:34:04,0,209,186,2
2023-12-12 08:13:32,0,91,30,3
2023-12-10 06:10:40,0,242,187,1
2023-08-09 02:22:59,0,14,64,1
2023-11-20 17:52:50,0,368,30,3
2023-09-05 19:41:16,0,153,111,1
2023-08-08 07:39:31,0,250,117,3
2023-12-10 04:55:18,0,357,187,2
2023-11-27 17:27:23,0,89,106,3
2023-11-07 00:17:31,0,192,85,2
2023-12-28 12:43:45,0,14,137,3
2023-09-14 03:59:50,0,186,119,2
2023-12-15 14:33:10,0,429,198,1
2023-12-05 12:11:24,0,86,133,2
2023-10-08 12:56:37,0,105,75,2
2023-03-03 06:31:17,0,407,17,3
2023-07-22 12:48:51,0,292,6,2
2023-09-15 21:34:45,0,203,53,1
2023-11-15 21:33:29,0,341,103,2
2023-12-30 13:11:54,0,459,173,1
2023-12-30 09:11:13,0,463,131,1
2023-12-30 13:14:32,0,340,184,3
2023-12-08 14:15:47,0,442,89,2
2023-01-28 17:25:45,0,61,181,2
2023-11-21 06:45:46,0,254,121,1
2023-08-31 02:05:47,0,270,109,2
2023-12-05 22:11:20,0,362,141,2
2023-12-09 19:58:12,0,462,83,2
2023-12-06 16:37:05,0,296,160,1
2023-08-15 07:45:52,0,78,158,1
2023-06-27 18:55:53,0,403,4,1
2023-07-09 15:44:00,0,487,182,3
2023-12-30 07:38:52,0,267,192,2
2023-10-14 06:13:46,0,186,66,3
2023-12-28 01:29:32,0,60,51,3
2023-12-22 06:08:31,0,222,134,2
2023-12-06 19:22:23,0,469,121,1
2023-10-20 15:22:27,0,193,66,2
2023-12-24 23:12:45,0,487,99,3
2023-12-12 08:02:42,0,443,108,3
2022-07-28 19:32:17,0,84,62,3
2023-12-07 11:14:16,0,98,76,1
2023-09-05 06:52:16,0,387,74,1
2023-11-05 14:03:48,0,278,124,1
2023-05-30 04:49:52,0,56,60,1
2023-12-06 02:37:48,0,440,35,2
2022-03-17 15:43:23,0,221,62,1
2023-11-23 00:15:12,0,457,5,3
2022-08-21 04:12:14,0,345,100,1
2023-12-30 12:41:06,0,183,42,2
2023-07-05 03:41:35,0,78,74,1
2023-11-05 11:00:18,0,379,4,1
2023-11-28 23:22:38,0,249,89,1
2023-08-31 18:50:24,0,201,28,3
2022-09-27 23:32:03,0,255,151,1
2023-11-28 12:00:05,0,178,2,3
2023-12-29 08:28:33,0,491,113,2
2023-11-15 02:49:55,0,479,147,3
2023-10-28 21:45:56,0,112,51,1
2023-01-27 00:45:17,0,88,144,3
2023-12-30 00:08:11,0,128,69,1
2023-10-12 05:53:12,0,5,198,3
2023-12-26 16:11:38,0,59,160,1
2023-12-30 14:39:35,0,453,108,1
2023-12-29 00:53:15,0,382,128,2
2023-12-08 19:54:46,0,492,99,3
2023-09-19 17:01:19,0,324,96,2
2022-10-15 22:11:36,0,143,151,1
2023-12-19 17:04:02,0,278,8,1
2023-12-28 13:42:35,0,126,71,3
2023-11-24 21:39:46,0,109,68,3
2023-10-02 16:10:29,0,448,68,1
2023-01-10 16:11:32,0,328,90,2
2023-10-19 03:16:16,0,54,10,1
2023-12-15 03:18:41,0,232,193,2
2023-11-30 07:56:57,0,1,147,2
2023-11-15 04:07:39,0,475,111,1
2023-12-05 02:28:43,0,260,6,1
2023-03-25 16:21:24,0,251,8,1
2023-04-22 15:28:21,0,119,175,2
2023-12-22 11:07:04,0,295,38,1
2023-03-31 12:14:52,0,396,12,1
2023-12-22 19:36:29,0,58,6,1
2023-12-22 03:44:43,0,125,35,2
2023-01-04 10:46:10,0,185,127,2
2023-10-10 08:51:29,0,83,55,1
2023-10-31 13:30:50,0,241,96,2
2023-12-25 19:38:16,0,360,67,1
2022-11-09 20:41:34,0,32,90,2
2023-11-01 21:31:04,0,8,23,2
2022-11-08 09:12:39,0,475,151,1
